10.767959184	b
10.780884354	bl
10.993424036	h
11.212743764	s
11.478276644	h
11.636938776	bl
11.711768707	b
11.930362812	h
12.118911565	s
12.313015873	h
12.449115646	bl
12.519705215	b
12.724965986	h
12.924580499	s
13.128208617	h
13.344467120	h
13.393219955	bl
13.560068027	b
13.787959184	s
14.010702948	b
14.226666667	b
14.249160998	bl
14.448299320	h
14.681360544	s
14.896938776	h
15.087596372	bl
15.121496599	b
15.347868481	h
15.560680272	s
15.770476190	h
15.982879819	b
15.984988662	bl
16.203083900	h
16.429433107	s
16.649387755	h
16.869160998	h
16.876961451	bl
17.088390023	b
17.305396825	s
17.518253968	b
17.721292517	bl
17.727029478	b
17.943968254	h
18.156893424	s
18.372426304	h
18.572154195	bl
18.587913832	b
18.803696145	h
19.015600907	s
19.229002268	h
19.427256236	bl
19.442312925	b
19.648820862	h
19.863764172	s
20.072131519	h
20.284172336	h
20.313945578	bl
20.485215420	b
20.713673469	s
20.924149660	b
21.146303855	b
21.217505669	bl
21.357006803	h
21.591224490	s
21.823968254	h
22.058072562	bl
22.084739229	b
22.301972789	h
22.521337868	s
22.744965986	h
22.924240363	bl
22.967823129	b
23.183718821	h
23.391224490	s
23.589614512	h
23.810136054	h
23.819342404	bl
24.035487528	b
24.249433107	s
24.456575964	b
24.678752834	b
24.691700680	bl
24.894648526	h
25.108344671	s
25.329750567	h
25.531360544	bl
25.543219955	b
25.765555556	h
25.986530612	s
26.197256236	h
26.374126984	bl
26.411972789	b
26.633265306	h
26.845668934	s
27.067074830	h
27.252585034	bl
27.295646259	h
27.516190476	b
27.744943311	s
27.980113379	b
28.203514739	b
28.207437642	bl
28.430045351	h
28.645147392	s
28.854081633	h
29.013265306	bl
29.068027211	b
29.282970522	h
29.501156463	s
29.718707483	h
29.895873016	bl
29.924104308	b
30.132562358	h
30.336780045	s
30.541043084	h
30.729705215	bl
30.757369615	h
30.965827664	b
31.195623583	s
31.403287982	b
31.611133787	bl
31.625238095	b
31.856394558	h
32.070770975	s
32.284852608	h
32.498775510	bl
32.533968254	b
32.729365079	h
32.963265306	s
33.193129252	h
33.375170068	bl
33.430793651	b
33.634603175	h
33.829115646	s
34.061428571	h
34.262312925	bl
34.290498866	h
34.498458050	b
34.718798186	s
34.949138322	b
35.080793651	bl
35.162698413	b
35.361473923	h
35.587573696	s
35.823900227	h
35.958140590	bl
36.044217687	b
36.258843537	h
36.479614512	s
36.689047619	h
36.841723356	bl
36.909410431	b
37.123854875	h
37.335464853	s
37.548934240	h
37.679115646	bl
37.762857143	h
37.972789116	b
38.186621315	s
38.396235828	b
38.571451247	bl
38.605532880	b
38.806757370	h
39.025532880	s
39.243446712	b
39.442040816	bl
39.463106576	b
39.688412698	h
39.905895692	s
40.138367347	b
40.313219955	bl
40.369569161	b
40.573197279	h
40.792040816	s
41.007414966	h
41.219546485	bl
41.231383220	h
41.437845805	b
41.660453515	s
41.874807256	b
42.090408163	b
42.091473923	bl
42.295963719	h
42.530090703	s
42.747687075	b
42.965532880	bl
42.980136054	b
43.192176871	h
43.425260771	s
43.628049887	b
43.812653061	bl
43.839455782	b
44.050544218	h
44.274557823	s
44.484240363	h
44.695963719	bl
44.713809524	h
44.919705215	b
45.139024943	s
45.345510204	b
45.559024943	bl
45.559115646	b
45.764263039	h
45.987324263	s
46.206961451	b
46.401814059	bl
46.430680272	b
46.643401361	h
46.866009070	s
47.089614512	b
47.286802721	bl
47.305011338	b
47.522448980	h
47.734852608	s
47.954671202	h
48.153287982	bl
48.170385488	h
48.392517007	b
48.617845805	s
48.828752834	b
49.011609977	bl
49.028299320	b
49.242222222	h
49.481360544	s
49.701995465	b
49.906643991	b
49.923877551	bl
50.119727891	h
50.366485261	s
50.577913832	b
50.799229025	bl
50.822947846	b
51.005646259	h
51.221564626	s
51.440158730	h
51.665782313	h
51.668163265	bl
51.876961451	b
52.103650794	s
52.326553288	b
52.509750567	bl
52.559387755	b
52.776009070	h
52.996417234	s
53.202539683	b
53.389841270	bl
53.423537415	b
53.650975057	h
53.862380952	s
54.073605442	b
54.273628118	bl
54.288639456	b
54.501972789	h
54.715623583	s
54.934625850	h
55.120657596	bl
55.150317460	h
55.376099773	b
55.602698413	s
55.821904762	b
56.018163265	bl
56.045170068	b
56.243310658	h
56.443900227	s
56.655487528	b
56.828412698	bl
56.866077098	b
57.076326531	h
57.295215420	s
57.502789116	b
57.699682540	bl
57.729047619	b
57.945714286	h
58.163151927	s
58.383378685	h
58.591814059	bl
58.609750567	h
58.823741497	b
59.044036281	s
59.264376417	b
59.474058957	bl
59.489909297	b
59.708979592	h
59.927256236	s
60.142426304	b
60.324308390	bl
60.358072562	b
60.568752834	h
60.789433107	s
61.006598639	b
61.184512472	bl
61.226848073	b
61.446734694	h
61.671156463	s
61.886235828	h
62.029591837	bl
62.129002268	h
62.357006803	b
62.570226757	s
62.774489796	b
62.857755102	bl
62.999002268	b
63.213514739	h
63.433219955	s
63.650566893	b
63.796984127	bl
63.860861678	b
64.068049887	h
64.278820862	s
64.487596372	b
64.702290249	b
64.706371882	bl
64.919591837	h
65.139546485	s
65.360113379	h
65.556394558	bl
65.586394558	h
65.811927438	b
66.025034014	s
66.238888889	b
66.392925170	bl
66.457369615	b
66.675170068	h
66.887528345	s
67.091247166	h
67.276961451	bl
