10.813786848	b
10.840680272	h
10.852902494	bl
11.018684807	h
11.180249433	s
11.241836735	h
11.280158730	bl
11.431133787	b
11.647097506	h
11.710839002	bl
11.719433107	h
11.872539683	h
12.113015873	s
12.127233560	h
12.163310658	bl
12.344081633	h
12.567823129	b
12.583401361	h
12.618934240	bl
12.798752834	h
12.990340136	s
13.014875283	h
13.020589569	bl
13.219614512	h
13.446326531	bl
13.446802721	h
13.557777778	h
13.672312925	h
13.758888889	s
13.878276644	bl
13.882630385	h
14.102811791	h
14.213922902	bl
14.251927438	h
14.327664399	h
14.531088435	h
14.617959184	s
14.675192744	bl
14.748072562	h
14.951791383	h
15.051088435	h
15.094421769	bl
15.152403628	h
15.345215420	h
15.425487528	s
15.484104308	bl
15.571519274	h
15.778390023	h
15.878367347	bl
15.957505669	b
15.984625850	h
16.187505669	h
16.337981859	bl
16.358594104	s
16.400045351	h
16.609183673	h
16.790476190	bl
16.824784580	h
17.037392290	h
17.056780045	b
17.230975057	bl
17.233832200	s
17.241814059	h
17.457052154	h
17.653265306	bl
17.667800454	h
17.716394558	b
17.890566893	h
18.094399093	h
18.115623583	s
18.124965986	bl
18.323446712	h
18.548571429	h
18.556371882	bl
18.598049887	b
18.760634921	h
18.955941043	s
18.986031746	h
19.007732426	bl
19.196371882	h
19.410793651	h
19.435374150	bl
19.458820862	b
19.632312925	h
19.797165533	s
19.852108844	h
19.881950113	bl
20.062766440	h
20.273469388	h
20.289818594	bl
20.490294785	h
20.574557823	b
20.705510204	h
20.748571429	bl
20.788458050	s
20.929886621	h
21.165442177	h
21.186757370	bl
21.214263039	b
21.383333333	h
21.588662132	s
21.612267574	h
21.620884354	bl
21.844421769	h
22.041904762	b
22.058458050	bl
22.071383220	h
22.278571429	h
22.441859410	s
22.486757370	bl
22.487120181	h
22.706485261	h
22.920521542	h
22.925510204	bl
22.973741497	b
23.140181406	h
23.356575964	h
23.363922902	s
23.387165533	bl
23.577868481	h
23.789319728	h
23.809070295	bl
24.005192744	h
24.037505669	b
24.223854875	h
24.260702948	s
24.265351474	bl
24.432743764	h
24.653446712	h
24.705442177	bl
24.709478458	b
24.882312925	h
25.112448980	h
25.126145125	s
25.136825397	bl
25.333287982	h
25.549138322	h
25.576984127	bl
25.580884354	b
25.777392290	h
25.996575964	h
26.015056689	s
26.023446712	bl
26.210975057	h
26.427891156	h
26.451337868	bl
26.479206349	b
26.652380952	h
26.868276644	h
26.883174603	s
26.889319728	bl
27.096575964	h
27.313287982	bl
27.320000000	h
27.534988662	b
27.543356009	h
27.731609977	s
27.762086168	h
27.762154195	bl
27.981746032	h
28.176099773	bl
28.190476190	h
28.205215420	b
28.408231293	h
28.608321995	bl
28.624353741	h
28.635192744	s
28.834557823	h
29.055056689	bl
29.055850340	b
29.056621315	h
29.271678005	h
29.487460317	h
29.489727891	s
29.494285714	bl
29.697732426	h
29.922630385	h
29.922653061	bl
29.958140590	b
30.145668934	h
30.355079365	bl
30.371768707	h
30.373809524	s
30.589886621	h
30.799160998	h
30.804126984	bl
30.962403628	b
31.020861678	h
31.169002268	s
31.234263039	h
31.240340136	bl
31.442766440	h
31.658888889	bl
31.660453515	h
31.674988662	b
31.871519274	h
32.077732426	bl
32.085668934	h
32.098367347	s
32.304081633	h
32.519818594	bl
32.523015873	h
32.576870748	b
32.748730159	h
32.965827664	h
32.966417234	bl
32.975056689	s
33.190861678	h
33.405374150	bl
33.415941043	h
33.441088435	b
33.627959184	h
33.831405896	s
33.856575964	bl
33.860839002	h
34.066643991	h
34.281814059	h
34.295442177	bl
34.498730159	b
34.506145125	h
34.692653061	s
34.728616780	h
34.738820862	bl
34.945464853	h
35.149047619	h
35.168299320	bl
35.195124717	b
35.366303855	h
35.581496599	s
35.581587302	h
35.591315193	bl
35.793832200	h
36.014512472	h
36.025555556	bl
36.040476190	b
36.232562358	h
36.413809524	s
36.458820862	h
36.478140590	bl
36.672562358	h
36.877505669	b
36.888594104	h
36.898707483	bl
37.104852608	h
37.298956916	s
37.319727891	h
37.330181406	bl
37.537732426	h
37.749229025	h
37.759002268	bl
37.806281179	s
37.964058957	b
37.965691610	h
38.000997732	s
38.194285714	h
38.204353741	s
38.210340136	bl
38.398208617	s
38.409115646	h
38.627414966	bl
38.635714286	h
38.653990930	b
38.853219955	h
39.031224490	s
39.060317460	bl
39.073605442	h
39.283922902	h
39.487755102	bl
39.496643991	b
39.497891156	h
39.732517007	h
39.897777778	s
39.921111111	bl
39.940294785	h
40.162698413	h
40.342222222	bl
40.350226757	b
40.365623583	h
40.590997732	h
40.770408163	s
40.776530612	bl
40.794943311	b
40.799138322	h
41.025011338	h
41.215238095	bl
41.224421769	h
41.448412698	b
41.449977324	h
41.652721088	bl
41.665850340	s
41.676145125	h
41.677755102	b
41.892380952	h
42.049115646	bl
42.093764172	h
42.110907029	b
42.311655329	h
42.490340136	bl
42.522766440	h
42.528934240	s
42.761111111	h
42.929342404	bl
42.996757370	h
43.008004535	b
43.185079365	h
43.368503401	bl
43.398639456	s
43.403922902	h
43.613129252	h
43.815646259	bl
43.832358277	h
43.875759637	b
44.050634921	h
44.230294785	bl
44.255238095	s
44.266621315	h
44.297369615	b
44.487460317	h
44.686961451	bl
44.714217687	h
44.925578231	h
44.957097506	b
45.140476190	bl
45.143401361	h
45.164603175	s
45.181405896	b
45.355895692	h
45.573537415	h
45.585555556	bl
45.617142857	b
45.793015873	h
45.979206349	s
46.021247166	h
46.025034014	bl
46.244897959	h
46.439433107	bl
46.462630385	h
46.462857143	b
46.670770975	h
46.832947846	s
