10.767959184	1
10.993424036	3
11.212743764	2
11.478276644	3
11.711768707	1
11.930362812	3
12.118911565	2
12.313015873	3
12.519705215	1
12.724965986	3
12.924580499	2
13.128208617	3
13.344467120	3
13.560068027	1
13.787959184	2
14.010702948	1
14.226666667	1
14.448299320	3
14.681360544	2
14.896938776	3
15.121496599	1
15.347868481	3
15.560680272	2
15.770476190	3
15.982879819	1
16.203083900	3
16.429433107	2
16.649387755	3
16.869160998	3
17.088390023	1
17.305396825	2
17.518253968	1
17.727029478	1
17.943968254	3
18.156893424	2
18.372426304	3
18.587913832	1
18.803696145	3
19.015600907	2
19.229002268	3
19.442312925	1
19.648820862	3
19.863764172	2
20.072131519	3
20.284172336	3
20.485215420	1
20.713673469	2
20.924149660	1
21.146303855	1
21.357006803	3
21.591224490	2
21.823968254	3
22.084739229	1
22.301972789	3
22.521337868	2
22.744965986	3
22.967823129	1
23.183718821	3
23.391224490	2
23.589614512	3
23.810136054	3
24.035487528	1
24.249433107	2
24.456575964	1
24.678752834	1
24.894648526	3
25.108344671	2
25.329750567	3
25.543219955	1
25.765555556	3
25.986530612	2
26.197256236	3
26.411972789	1
26.633265306	3
26.845668934	2
27.067074830	3
27.295646259	3
27.516190476	1
27.744943311	2
27.980113379	1
28.203514739	1
28.430045351	3
28.645147392	2
28.854081633	3
29.068027211	1
29.282970522	3
29.501156463	2
29.718707483	3
29.924104308	1
30.132562358	3
30.336780045	2
30.541043084	3
30.757369615	3
30.965827664	1
31.195623583	2
31.403287982	1
31.625238095	1
31.856394558	3
32.070770975	2
32.284852608	3
32.533968254	1
32.729365079	3
32.963265306	2
33.193129252	3
33.430793651	1
33.634603175	3
33.829115646	2
34.061428571	3
34.290498866	3
34.498458050	1
34.718798186	2
34.949138322	1
35.162698413	1
35.361473923	3
35.587573696	2
35.823900227	3
36.044217687	1
36.258843537	3
36.479614512	2
36.689047619	3
36.909410431	1
37.123854875	3
37.335464853	2
37.548934240	3
37.762857143	3
37.972789116	1
