3.000000000	1
4.000000000	2
5.000000000	3
6.000000000	2
7.000000000	1
8.000000000	2
9.000000000	3
10.000000000	2
11.000000000	1
12.000000000	2
13.000000000	3
14.000000000	2
15.000000000	1
16.000000000	2
17.000000000	3
18.000000000	2
19.000000000	1
20.000000000	2
21.000000000	3
22.000000000	2
23.000000000	1
24.000000000	2
25.000000000	3
26.000000000	2
27.000000000	1
28.000000000	2
29.000000000	3
30.000000000	2
31.000000000	1
32.000000000	2
33.000000000	3
34.000000000	2
35.000000000	1
