10.767959184	1
11.212743764	2
11.711768707	1
12.118911565	2
12.519705215	1
12.924580499	2
13.560068027	1
13.787959184	2
14.010702948	1
14.226666667	1
14.681360544	2
15.121496599	1
15.560680272	2
15.982879819	1
16.429433107	2
17.088390023	1
17.305396825	2
17.518253968	1
17.727029478	1
18.156893424	2
18.587913832	1
19.015600907	2
19.442312925	1
19.863764172	2
20.485215420	1
20.713673469	2
20.924149660	1
21.146303855	1
21.591224490	2
22.084739229	1
22.521337868	2
22.967823129	1
23.391224490	2
24.035487528	1
24.249433107	2
24.456575964	1
24.678752834	1
25.108344671	2
25.543219955	1
25.986530612	2
26.411972789	1
26.845668934	2
27.516190476	1
27.744943311	2
27.980113379	1
28.203514739	1
28.645147392	2
29.068027211	1
29.501156463	2
29.924104308	1
30.336780045	2
30.965827664	1
31.195623583	2
31.403287982	1
31.625238095	1
32.070770975	2
32.533968254	1
32.963265306	2
33.430793651	1
33.829115646	2
34.498458050	1
34.718798186	2
34.949138322	1
35.162698413	1
35.587573696	2
36.044217687	1
36.479614512	2
36.909410431	1
37.335464853	2
37.972789116	1
38.186621315	2
38.396235828	1
38.605532880	1
39.025532880	2
39.243446712	1
39.463106576	1
39.905895692	2
40.138367347	1
40.369569161	1
40.792040816	2
41.437845805	1
41.660453515	2
41.874807256	1
42.090408163	1
42.530090703	2
42.747687075	1
42.980136054	1
43.425260771	2
43.628049887	1
43.839455782	1
44.274557823	2
44.919705215	1
45.139024943	2
45.345510204	1
45.559115646	1
45.987324263	2
46.206961451	1
46.430680272	1
46.866009070	2
47.089614512	1
47.305011338	1
47.734852608	2
48.392517007	1
48.617845805	2
48.828752834	1
49.028299320	1
49.481360544	2
49.701995465	1
49.906643991	1
50.366485261	2
50.577913832	1
50.822947846	1
51.221564626	2
51.876961451	1
52.103650794	2
52.326553288	1
52.559387755	1
52.996417234	2
53.202539683	1
53.423537415	1
53.862380952	2
54.073605442	1
54.288639456	1
54.715623583	2
55.376099773	1
55.602698413	2
55.821904762	1
56.045170068	1
56.443900227	2
56.655487528	1
56.866077098	1
57.295215420	2
57.502789116	1
57.729047619	1
58.163151927	2
58.823741497	1
59.044036281	2
59.264376417	1
59.489909297	1
59.927256236	2
60.142426304	1
60.358072562	1
60.789433107	2
61.006598639	1
61.226848073	1
61.671156463	2
62.357006803	1
62.570226757	2
62.774489796	1
62.999002268	1
63.433219955	2
63.650566893	1
63.860861678	1
64.278820862	2
64.487596372	1
64.702290249	1
65.139546485	2
65.811927438	1
66.025034014	2
66.238888889	1
66.457369615	1
66.887528345	2
67.312562358	1
67.739909297	2
68.183492063	1
68.622494331	2
69.297596372	1
69.513015873	2
69.740022676	1
69.957256236	1
70.369637188	2
70.796462585	1
71.242063492	2
71.681541950	1
72.108004535	2
72.745918367	1
72.946485261	2
73.163832200	1
73.376371882	1
73.808911565	2
74.264444444	1
74.689410431	2
75.139909297	1
75.575963719	2
76.212993197	1
76.434603175	2
76.652675737	1
76.869160998	1
77.311111111	2
77.738956916	1
78.190340136	2
78.627278912	1
79.054648526	2
79.685668934	1
79.904353741	2
80.125464853	1
80.347641723	1
80.791814059	2
81.228752834	1
81.658866213	2
82.096802721	1
82.528820862	2
83.182154195	1
83.398140590	2
83.603310658	1
83.832539683	1
84.263945578	2
84.703696145	1
85.140770975	2
85.581814059	1
86.013219955	2
86.661360544	1
86.875646259	2
87.095238095	1
87.322199546	1
87.772902494	2
87.987687075	1
88.205328798	1
88.634421769	2
88.851541950	1
89.062267574	1
89.483560091	2
90.142471655	1
90.371678005	2
90.579954649	1
90.797528345	1
91.265487528	2
91.485306122	1
91.701269841	1
92.123038549	2
92.348662132	1
92.567324263	1
92.996575964	2
93.650022676	1
