10.780884354	bl
11.636938776	bl
12.449115646	bl
13.393219955	bl
14.249160998	bl
15.087596372	bl
15.984988662	bl
16.876961451	bl
17.721292517	bl
18.572154195	bl
19.427256236	bl
20.313945578	bl
21.217505669	bl
22.058072562	bl
22.924240363	bl
23.819342404	bl
24.691700680	bl
25.531360544	bl
26.374126984	bl
27.252585034	bl
28.207437642	bl
29.013265306	bl
29.895873016	bl
30.729705215	bl
31.611133787	bl
32.498775510	bl
33.375170068	bl
34.262312925	bl
35.080793651	bl
35.958140590	bl
36.841723356	bl
37.679115646	bl
38.571451247	bl
39.442040816	bl
40.313219955	bl
41.219546485	bl
42.091473923	bl
42.965532880	bl
43.812653061	bl
44.695963719	bl
45.559024943	bl
46.401814059	bl
47.286802721	bl
48.153287982	bl
49.011609977	bl
49.923877551	bl
50.799229025	bl
51.668163265	bl
52.509750567	bl
53.389841270	bl
54.273628118	bl
55.120657596	bl
56.018163265	bl
56.828412698	bl
57.699682540	bl
58.591814059	bl
59.474058957	bl
60.324308390	bl
61.184512472	bl
62.029591837	bl
62.857755102	bl
63.796984127	bl
64.706371882	bl
65.556394558	bl
66.392925170	bl
67.276961451	bl
68.166326531	bl
69.023310658	bl
69.882834467	bl
70.779002268	bl
71.635600907	bl
72.461179138	bl
73.351904762	bl
74.221655329	bl
75.037142857	bl
75.915147392	bl
76.823265306	bl
77.709977324	bl
78.594036281	bl
79.437392290	bl
80.282176871	bl
81.211519274	bl
82.083446712	bl
82.924149660	bl
83.807913832	bl
84.698208617	bl
85.534603175	bl
86.449705215	bl
87.331859410	bl
88.187256236	bl
89.076145125	bl
89.948639456	bl
90.830022676	bl
91.705850340	bl
92.535260771	bl
93.401723356	bl
94.264467120	bl
95.128276644	bl
96.022630385	bl
96.941247166	bl
97.746439909	bl
98.613514739	bl
99.439251701	bl
100.299342404	bl
101.195306122	bl
102.119773243	bl
103.026167800	bl
103.893696145	bl
104.761043084	bl
105.593287982	bl
106.465215420	bl
107.277823129	bl
108.174285714	bl
109.031519274	bl
109.888548753	bl
110.813469388	bl
111.686893424	bl
112.528049887	bl
113.404648526	bl
114.255736961	bl
115.126825397	bl
116.016326531	bl
116.914671202	bl
117.773900227	bl
118.678730159	bl
119.584693878	bl
120.399909297	bl
121.267551020	bl
122.123083900	bl
122.977414966	bl
123.866553288	bl
124.720793651	bl
125.590498866	bl
126.448276644	bl
127.341451247	bl
128.165895692	bl
129.009342404	bl
129.863809524	bl
130.758707483	bl
131.618820862	bl
132.453265306	bl
133.379092971	bl
134.275646259	bl
135.064535147	bl
135.996575964	bl
136.875034014	bl
137.727210884	bl
138.608820862	bl
139.505918367	bl
140.397641723	bl
141.269047619	bl
142.084399093	bl
142.980612245	bl
143.881111111	bl
144.742222222	bl
145.634829932	bl
146.498526077	bl
147.353809524	bl
148.199387755	bl
149.084693878	bl
149.925011338	bl
150.848843537	bl
151.698253968	bl
152.573854875	bl
153.428390023	bl
154.317392290	bl
155.160748299	bl
156.052562358	bl
156.938435374	bl
157.807868481	bl
158.676099773	bl
159.517346939	bl
160.409614512	bl
161.241337868	bl
162.106258503	bl
162.956757370	bl
163.839591837	bl
164.708185941	bl
165.577233560	bl
166.435578231	bl
167.330181406	bl
168.166077098	bl
169.056417234	bl
169.938662132	bl
170.821904762	bl
171.679047619	bl
172.552562358	bl
173.404965986	bl
174.255873016	bl
175.179931973	bl
176.035827664	bl
176.915714286	bl
177.755578231	bl
178.670725624	bl
179.572653061	bl
180.449659864	bl
181.334399093	bl
182.118730159	bl
182.988185941	bl
183.812244898	bl
184.666598639	bl
185.574444444	bl
186.419274376	bl
187.327732426	bl
188.232698413	bl
189.105147392	bl
189.964376417	bl
190.883764172	bl
191.785215420	bl
192.627664399	bl
193.482834467	bl
194.332947846	bl
195.195827664	bl
196.053333333	bl
196.922108844	bl
197.800068027	bl
198.667573696	bl
199.577074830	bl
200.409750567	bl
201.306122449	bl
202.176190476	bl
203.017709751	bl
203.871428571	bl
204.735079365	bl
205.639523810	bl
206.504784580	bl
207.370566893	bl
208.194399093	bl
209.131020408	bl
210.013514739	bl
210.853514739	bl
211.716530612	bl
212.532562358	bl
213.451723356	bl
214.319297052	bl
215.233401361	bl
216.101632653	bl
216.951111111	bl
217.818503401	bl
218.660975057	bl
219.558548753	bl
220.424580499	bl
221.295124717	bl
222.173356009	bl
223.040498866	bl
223.923741497	bl
224.792698413	bl
225.627732426	bl
226.519002268	bl
227.364739229	bl
228.213832200	bl
229.112539683	bl
230.001043084	bl
230.831405896	bl
231.722789116	bl
232.542358277	bl
233.415464853	bl
234.335691610	bl
235.192539683	bl
236.027573696	bl
236.904217687	bl
237.776281179	bl
238.632403628	bl
239.488911565	bl
240.395464853	bl
241.282857143	bl
242.132721088	bl
242.993809524	bl
243.847120181	bl
244.683854875	bl
245.549047619	bl
246.431020408	bl
247.328956916	bl
248.195918367	bl
249.074308390	bl
249.919614512	bl
250.789614512	bl
251.701700680	bl
252.623061224	bl
253.466689342	bl
254.373514739	bl
255.203015873	bl
256.090113379	bl
256.950952381	bl
257.822630385	bl
258.685170068	bl
259.590181406	bl
260.473832200	bl
261.350839002	bl
262.232766440	bl
263.118072562	bl
263.989954649	bl
264.833219955	bl
265.713786848	bl
266.575260771	bl
267.417120181	bl
268.261836735	bl
269.134603175	bl
270.005056689	bl
270.942517007	bl
