2.928503401	3
3.192131519	24
3.317936507	24
3.635079365	24
4.042471655	24
4.453151927	24
4.855532879	24
5.219637188	24
5.601292517	24
5.977619047	3
6.155464852	24
6.356099773	24
6.679523809	24
7.089841269	2
7.253015873	2
7.411111111	2
7.600158730	2
7.812834467	24
8.153333333	24
8.519319727	24
8.903718820	24
9.241065759	24
9.618027210	24
9.985079365	24
10.340476190	24
10.699569160	24
11.064444444	24
11.428548752	24
11.836031746	12
12.005079365	12
12.177460317	12
12.358344671	12
12.535011337	12
12.702290249	12
12.880702947	12
13.279319727	24
13.552857142	24
13.924172335	24
14.300476190	24
14.698435374	24
15.023968253	24
15.392018140	24
15.781768707	24
16.122653061	24
16.489863945	24
16.847233560	24
17.209546485	24
17.607006802	12
17.800385487	12
17.978095238	12
18.191337868	12
18.375759637	12
18.559092970	12
18.738367346	12
19.085011337	24
19.278458049	24
19.464399092	24
19.639659863	24
19.816394557	24
19.988480725	24
20.174648526	24
20.559433106	23
20.720861678	23
20.906485260	23
21.075918367	23
21.275396825	23
21.437233560	23
21.621156462	23
22.015941043	24
22.191179138	24
22.389795918	24
22.552380952	24
22.728163265	24
22.903083900	24
23.099455782	24
23.445124716	23
23.644489795	23
23.821360544	23
23.993219954	23
24.191269841	23
24.356643990	23
24.534308390	23
24.912018140	24
25.070929705	24
25.275102040	24
25.490226757	24
25.668639455	24
25.839773242	24
26.038321995	24
26.347800453	23
26.563945578	23
26.716712018	23
26.894603174	23
27.110136054	23
27.305260770	23
27.465396825	23
27.852018140	24
28.029410430	24
28.223900226	24
28.424489795	24
28.599863945	24
28.760317460	24
28.947936507	24
29.296961451	12
29.481405895	12
29.669795918	12
29.851541950	12
30.029274376	12
30.246235827	12
30.417437641	12
30.766009070	23
30.962312925	23
31.160249433	23
31.336145124	23
31.535827664	23
31.709092970	23
31.885238095	23
32.246031746	24
32.646712018	24
32.994308390	24
33.354104308	2
33.548707482	2
33.698843537	2
33.917482993	2
34.156099773	24
34.473151927	24
34.854399092	24
35.191133786	24
35.556394557	24
35.917346938	24
36.295306122	24
36.665918367	24
37.028231292	24
37.407528344	24
37.806077097	24
38.181564625	12
38.365600907	12
38.468775510	12
38.666439909	12
38.845963718	12
39.024081632	12
39.209795918	12
39.602471655	24
40.022086167	24
40.382040816	24
40.735873015	24
41.104829931	24
41.460249433	24
41.822607709	24
42.188004535	24
42.549863945	24
42.927074829	24
43.294761904	24
43.667981859	24
44.027913832	12
44.221587301	12
44.389523809	12
44.598730158	12
44.774943310	12
44.929160997	12
45.127165532	12
45.420045351	24
45.561065759	24
45.760181405	24
45.938072562	24
46.111496598	24
46.309523809	24
46.511632653	24
46.964195011	23
47.141224489	23
47.304875283	23
47.488571428	23
47.671065759	23
47.843945578	23
48.004285714	23
48.382607709	24
48.553446712	24
48.734897959	24
48.932312925	24
49.128798185	24
49.303333333	24
49.479047619	24
49.838979591	23
50.037868480	23
50.194625850	23
50.378707482	23
50.555328798	23
50.733038548	23
50.912630385	23
51.273151927	24
51.460385487	24
51.657460317	24
51.814648526	24
51.992176870	24
52.175464852	24
52.348684807	24
52.796780045	23
52.965079365	23
53.144557823	23
53.342063492	23
53.518458049	23
53.688775510	23
53.874829931	23
54.248571428	24
54.418299319	24
54.619410430	24
54.779297052	24
54.957256235	24
55.148843537	24
55.319206349	24
55.708526077	12
55.895396825	12
56.074353741	12
56.250249433	12
56.459433106	12
56.631609977	12
56.804648526	12
57.147845804	23
57.351541950	23
57.544126984	23
57.746235827	23
57.917732426	23
58.089024943	23
58.207414965	23
58.556870748	5
